City,Crash Count,Crash Type,Latitude,Location,Longitude,Year
BURNABY,3,0 ,49.275569,ALPHA AVE & PARKER ST,-123.000319,2015
BURNABY,0 ,1,49.221918,ANTRIM AVE & IMPERIAL ST,-122.98495,2015
BURNABY,0 ,1,49.218495,ANTRIM AVE & VICTORY ST,-122.985041,2015
BURNABY,0 ,1,49.217484,ARBOR ST & BOUNDARY RD,-123.023459,2015
BURNABY,0 ,1,49.218641,ARBROATH ST & CURRAGH AVE,-122.974795,2015
BURNABY,0 ,1,49.218363,ARBROATH ST & GILLEY AVE,-122.972055,2015
BURNABY,4,0 ,49.219304,ARCOLA ST & ARCOLA WAY & HALL AVE,-122.954895,2015
BURNABY,11,0 ,49.219337,ARCOLA ST & ARCOLA WAY & SALISBURY AVE,-122.957538,2015
BURNABY,3,0 ,49.219325,ARCOLA ST & GRIFFITHS AVE,-122.960995,2015
BURNABY,12,0 ,49.21907,ARCOLA ST & KINGSWAY & SOUTHOAKS CRES,-122.968039,2015
BURNABY,7,0 ,49.219331,ARCOLA ST & SPERLING AVE,-122.964765,2015
BURNABY,0 ,1,49.260925,ARDEN AVE & BROADWAY & LAKE CITY WAY,-122.936998,2015
BURNABY,0 ,1,49.264794,ARDEN AVE & MEADOWOOD DR,-122.937086,2015
BURNABY,8,0 ,49.235416,ARMSTRONG AVE & CARIBOO RD & HOLMES ST,-122.904155,2015
BURNABY,0 ,1,49.232965,ARMSTRONG AVE & COLDICUTT ST,-122.909146,2015
BURNABY,0 ,1,49.280804,ARTS RD & UNIVERSITY DR E,-122.915918,2015
BURNABY,0 ,1,49.22394,ASHWORTH AVE & BURFORD ST,-122.96255,2015
BURNABY,0 ,1,49.273379,AUBREY ST & AYSHIRE DR,-122.942969,2015
BURNABY,0 ,1,49.273389,AUBREY ST & CLIFF AVE,-122.959042,2015
BURNABY,0 ,1,49.27341,AUBREY ST & KENSINGTON AVE,-122.97009,2015
BURNABY,0 ,1,49.2734,AUBREY ST & SPERLING AVE,-122.964618,2015
BURNABY,62,0 ,49.249062,AUSTIN AVE & AUSTIN RD & NORTH RD,-122.89284,2015
BURNABY,9,0 ,49.248952,AUSTIN RD & GATINEAU PL,-122.89586,2015
BURNABY,46,0 ,49.248571,AUSTIN RD & GOVERNMENT ST & LOUGHEED HWY,-122.897569,2015
BURNABY,0 ,1,49.249054,AUSTIN RD & LOUGHEED MALL LOOP,-122.894321,2015
BURNABY,5,0 ,49.261334,BAINBRIDGE AVE & BROADWAY,-122.955951,2015
BURNABY,10,0 ,49.258691,BAINBRIDGE AVE & LOUGHEED HWY,-122.955968,2015
BURNABY,0 ,1,49.259758,BAINBRIDGE AVE & QUEENSBRIDGE DR,-122.955942,2015
BURNABY,2,0 ,49.251148,BAINBRIDGE AVE & WINSTON ST,-122.95607,2015
BURNABY,2,0 ,49.208179,BANTING PL & MARINE DR,-123.023283,2015
BURNABY,4,0 ,49.232874,BARKER AVE & GRANGE ST,-123.011077,2015
BURNABY,2,0 ,49.23234,BARKER AVE & KINGSWAY,-123.011375,2015
BURNABY,4,0 ,49.28785,BARNET HWY & CARIBOO RD N,-122.914582,2015
BURNABY,2,0 ,49.288707,BARNET HWY & INLET DR,-122.947419,2015
BURNABY,0 ,1,49.289762,BARNET HWY & KASK BROS & VELODROME,-122.941024,2015
BURNABY,6,0 ,49.289035,BARNET HWY & TAKEDA DR,-122.925709,2015
BURNABY,7,0 ,49.280397,BARNET RD & HASTINGS ST,-122.956702,2015
BURNABY,0 ,1,49.253457,BARTLETT CRT & CAMERON ST,-122.898631,2015
BURNABY,2,0 ,49.258991,BAXTER PL & PRODUCTION WAY,-122.916799,2015
BURNABY,0 ,1,49.255839,BEAVERBROOK CRES & CENTAURUS DR,-122.90609,2015
BURNABY,0 ,1,49.25363,BEAVERBROOK DR & CAMERON ST,-122.902323,2015
BURNABY,2,0 ,49.255098,BEAVERBROOK DR & NOEL DR,-122.903787,2015
BURNABY,2,0 ,49.251219,BELL AVE & LOUGHEED HWY,-122.904293,2015
BURNABY,0 ,1,49.225166,BENNETT ST & MARLBOROUGH AVE,-122.991591,2015
BURNABY,7,0 ,49.225181,BENNETT ST & NELSON AVE,-122.994212,2015
BURNABY,4,0 ,49.217151,BERESFORD ST & GILLEY AVE,-122.972072,2015
BURNABY,2,0 ,49.217179,BERESFORD ST & GRIFFITHS DR,-122.960933,2015
BURNABY,0 ,1,49.219131,BERESFORD ST & MACPHERSON AVE,-122.98293,2015
BURNABY,0 ,1,49.229245,BERESFORD ST & PATTERSON AVE,-123.012652,2015
BURNABY,0 ,1,49.217549,BERESFORD ST & RANDOLPH AVE,-122.97356,2015
BURNABY,3,0 ,49.219876,BERESFORD ST & ROYAL OAK AVE,-122.988596,2015
BURNABY,0 ,1,49.217071,BERESFORD ST & SALISBURY AVE,-122.957523,2015
BURNABY,0 ,1,49.226037,BERESFORD ST & SILVER AVE,-123.005164,2015
BURNABY,3,0 ,49.225213,BERESFORD ST & TELFORD AVE,-123.00338,2015
BURNABY,8,0 ,49.227281,BERESFORD ST & WILLINGDON AVE,-123.007925,2015
BURNABY,0 ,1,49.228524,BERESFORD ST & WILSON AVE,-123.010639,2015
BURNABY,6,0 ,49.230106,BERKLEY ST & CANADA WAY,-122.948262,2015
BURNABY,0 ,1,49.286445,BESSBOROUGH DR & CAMBRIDGE ST & EMPIRE DR & N GAMMA AVE,-122.994594,2015
BURNABY,0 ,1,49.266911,BETA AVE & BRENTWOOD DR,-122.997627,2015
BURNABY,7,0 ,49.254648,BETA AVE & CANADA WAY & CAREY AVE,-122.998029,2015
BURNABY,2,0 ,49.264473,BETA AVE & DAWSON ST,-122.997622,2015
BURNABY,11,0 ,49.280984,BETA AVE & HASTINGS ST,-122.997474,2015
BURNABY,22,0 ,49.266252,BETA AVE & LOUGHEED HWY,-122.997628,2015
BURNABY,0 ,1,49.28008,BETA AVE & PENDER ST,-122.997489,2015
BURNABY,0 ,1,49.235404,BOND ST & NELSON AVE,-122.994214,2015
BURNABY,2,0 ,49.235531,BOND ST & PATTERSON AVE,-123.013499,2015
BURNABY,0 ,1,49.243502,KENSINGTON-DEER LAKE AVE UNDERPASS,-122.96761,2015
BURNABY,0 ,1 ,49.217546,12TH AVE,-122.934878,2015
BURNABY,0 ,1 ,49.219472,12TH AVE,-122.931461,2015
BURNABY,0 ,1 ,49.223704,13TH AVE,-122.925961,2015
BURNABY,0 ,1 ,49.212973,14TH AVE,-122.949734,2015
BURNABY,0 ,1 ,49.235875,15TH AVE,-122.907376,2015
BURNABY,2,1 ,49.233146,16TH AVE,-122.915574,2015
BURNABY,0 ,1 ,49.215565,18TH AVE,-122.953792,2015
BURNABY,0 ,1 ,49.21936,6TH ST,-122.928111,2015
BURNABY,0 ,1 ,49.220118,6TH ST,-122.92906,2015
BURNABY,0 ,1 ,49.288557,BARNET HWY,-122.943944,2015
BURNABY,0 ,1 ,49.283912,BELCARRA DR,-122.957584,2015
BURNABY,0 ,1 ,49.239,BOUNDARY RD,-123.023441,2015
BURNABY,0 ,1 ,49.25286,BOUNDARY RD,-123.02351,2015
BURNABY,0 ,1 ,49.281594,BOUNDARY RD,-123.023387,2015
BURNABY,0 ,1 ,49.284526,BOUNDARY RD,-123.023341,2015
BURNABY,0 ,1 ,49.251719,BRIGHTON AVE,-122.918981,2015
BURNABY,0 ,1 ,49.196989,BYRNE RD,-122.991052,2015
BURNABY,0 ,1 ,49.204023,BYRNE RD,-122.978137,2015
BURNABY,0 ,1 ,49.286358,CAMBRIDGE ST,-122.99324,2015
BURNABY,0 ,1 ,49.221946,CANADA WAY,-122.938223,2015
BURNABY,0 ,1 ,49.225112,CANADA WAY,-122.94229,2015
BURNABY,0 ,1 ,49.237666,CANADA WAY,-122.957071,2015
BURNABY,0 ,1 ,49.238772,CANADA WAY,-122.960612,2015
BURNABY,0 ,1 ,49.238996,CANADA WAY,-122.961441,2015
BURNABY,0 ,1 ,49.239473,CANADA WAY,-122.963208,2015
BURNABY,0 ,1 ,49.243036,CANADA WAY,-122.970315,2015
BURNABY,0 ,1 ,49.254592,CANADA WAY,-122.999912,2015
BURNABY,0 ,1 ,49.25466,CANADA WAY,-123.014507,2015
BURNABY,2,1 ,49.242218,CANADA WAY,-122.969298,2015
BURNABY,0 ,1 ,49.235841,CARIBOO RD,-122.904708,2015
BURNABY,0 ,1 ,49.247133,CARIBOO RD,-122.912486,2015
BURNABY,0 ,1 ,49.224429,CENTRAL BLVD,-123.000522,2015
BURNABY,0 ,1 ,49.233369,CHAFFEY AVE,-123.007464,2015
BURNABY,0 ,1 ,49.275204,CURTIS ST,-122.960715,2015
BURNABY,0 ,1 ,49.26443,DAWSON ST,-123.004644,2015
BURNABY,0 ,1 ,49.256294,DOMINION ST,-123.006613,2015
BURNABY,0 ,1 ,49.254361,DOUGLAS RD,-122.98203,2015
BURNABY,0 ,1 ,49.272047,DUTHIE AVE,-122.953497,2015
BURNABY,0 ,1 ,49.278758,DUTHIE AVE,-122.953408,2015
BURNABY,0 ,1 ,49.220392,EDMONDS ST,-122.947927,2015
BURNABY,0 ,1 ,49.225132,EDMONDS ST,-122.939037,2015
BURNABY,0 ,1 ,49.249098,GARDEN GROVE DR,-122.996228,2015
BURNABY,0 ,1 ,49.22096,GILLEY AVE,-122.971997,2015
BURNABY,0 ,1 ,49.197232,GLENLYON PKY,-123.00743,2015
BURNABY,0 ,1 ,49.230948,GRANGE ST,-123.001575,2015
BURNABY,0 ,1 ,49.2803,HASTINGS ST,-122.967926,2015
BURNABY,0 ,1 ,49.281029,HASTINGS ST,-123.007279,2015
BURNABY,0 ,1 ,49.281097,HASTINGS ST,-123.019803,2015
BURNABY,2,1 ,49.281068,HASTINGS ST,-123.017451,2015
BURNABY,2,1 ,49.263917,HENNING DR,-123.018876,2015
BURNABY,0 ,1 ,49.268473,HOLDOM AVE,-122.981159,2015
BURNABY,0 ,1 ,49.282729,HOLDOM AVE,-122.980894,2015
BURNABY,0 ,1 ,49.221934,IMPERIAL ST,-122.979813,2015
BURNABY,0 ,1 ,49.216889,KINGSWAY,-122.943698,2015
BURNABY,0 ,1 ,49.218431,KINGSWAY,-122.95845,2015
BURNABY,0 ,1 ,49.218434,KINGSWAY,-122.960183,2015
BURNABY,0 ,1 ,49.219367,KINGSWAY,-122.969418,2015
BURNABY,0 ,1 ,49.220098,KINGSWAY,-122.972755,2015
BURNABY,0 ,1 ,49.222701,KINGSWAY,-122.981755,2015
BURNABY,0 ,1 ,49.225648,KINGSWAY,-122.990938,2015
BURNABY,0 ,1 ,49.22722,KINGSWAY,-122.99575,2015
BURNABY,0 ,1 ,49.227644,KINGSWAY,-122.997061,2015
BURNABY,0 ,1 ,49.229657,KINGSWAY,-123.003125,2015
BURNABY,0 ,1 ,49.232455,KINGSWAY,-123.021236,2015
BURNABY,2,1 ,49.218419,KINGSWAY,-122.95662,2015
BURNABY,2,1 ,49.224296,KINGSWAY,-122.986742,2015
BURNABY,0 ,1 ,49.252925,LINWOOD ST,-123.017086,2015
BURNABY,0 ,1 ,49.262746,LOUGHEED HWY,-122.974155,2015
BURNABY,0 ,1 ,49.265849,LOUGHEED HWY,-122.995299,2015
BURNABY,0 ,1 ,49.207022,MARINE DR,-122.992288,2015
BURNABY,0 ,1 ,49.209032,MARINE DR,-123.013808,2015
BURNABY,0 ,1 ,49.198657,MARINE WAY,-122.977548,2015
BURNABY,0 ,1 ,49.222861,MARY AVE,-122.946195,2015
BURNABY,0 ,1 ,49.226536,MAYBERRY ST,-123.011976,2015
BURNABY,0 ,1 ,49.224234,NELSON AVE,-122.994202,2015
BURNABY,0 ,1 ,49.247046,NORTH RD,-122.892818,2015
BURNABY,3,1 ,49.243515,NORTH RD,-122.892624,2015
BURNABY,0 ,1 ,49.233502,PATTERSON AVE,-123.013495,2015
BURNABY,0 ,1 ,49.256534,PRODUCTION WAY,-122.916945,2015
BURNABY,0 ,1 ,49.25997,PRODUCTION WAY,-122.915792,2015
BURNABY,0 ,1 ,49.213465,ROYAL OAK AVE,-122.988478,2015
BURNABY,0 ,1 ,49.214811,RUMBLE ST,-123.021212,2015
BURNABY,0 ,1 ,49.210983,STATION HILL DR,-122.961029,2015
BURNABY,0 ,1 ,49.260797,STILL CREEK AVE,-123.005154,2015
BURNABY,0 ,1 ,49.26181,STILL CREEK DR,-123.002482,2015
BURNABY,2,1 ,49.224028,TELFORD AVE,-123.004644,2015
BURNABY,0 ,1 ,49.273982,WESTLAWN DR,-122.998274,2015
BURNABY,0 ,1 ,49.242695,WILLINGDON AVE,-123.003415,2015
BURNABY,0 ,1 ,49.277153,WILLINGDON AVE,-123.003091,2015
BURNABY,0 ,1 ,49.284405,WILLINGDON AVE,-123.00306,2015
BURNABY,0 ,1 ,49.248165,WINSTON ST,-122.936424,2015
BURNABY,0 ,1 ,49.248205,WINSTON ST,-122.926911,2015
BURNABY,6,0 ,49.23537,BOND ST & WILLINGDON AVE,-123.00337,2015
BURNABY,2,0 ,49.250747,BONNEVILLE PL & GOVERNMENT ST,-122.915203,2015
BURNABY,2,0 ,49.22348,BONSOR AVE & CENTRAL BLVD,-122.998517,2015
BURNABY,0 ,1,49.230319,BOOTH AVE & GRANGE ST,-122.999126,2015
BURNABY,29,0 ,49.261007,BOUNDARY LOOP OVERPASS & BOUNDARY RD & BOUNDARY RD OFFRAMP & BOUNDARY RD ONRAMP & BOUNDARY RD OVERPASS & TRANS-CANADA HWY,-123.023626,2015
BURNABY,4,0 ,49.236988,BOUNDARY RD & BURKE ST,-123.023503,2015
BURNABY,48,0 ,49.255426,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657,2015
BURNABY,0 ,1,49.27312,BOUNDARY RD & CHARLES ST,-123.023505,2015
BURNABY,0 ,1,49.212801,BOUNDARY RD & CLINTON ST & UNNAMED LANE,-123.023453,2015
BURNABY,7,0 ,49.256427,BOUNDARY RD & DOMINION ST,-123.023649,2015
BURNABY,0 ,1,49.220981,BOUNDARY RD & DUBOIS ST,-123.023478,2015
BURNABY,6,0 ,49.260096,BOUNDARY RD & E 11TH AVE,-123.023654,2015
BURNABY,13,0 ,49.254202,BOUNDARY RD & E 18TH AVE & LAUREL ST,-123.023656,2015
BURNABY,21,0 ,49.250655,BOUNDARY RD & E 22ND AVE & ELMWOOD ST,-123.023652,2015
BURNABY,4,0 ,49.247912,BOUNDARY RD & E 25TH AVE & FOREST ST,-123.023676,2015
BURNABY,2,0 ,49.24618,BOUNDARY RD & E 27TH AVE,-123.023687,2015
BURNABY,5,0 ,49.229234,BOUNDARY RD & E 45TH AVE,-123.023512,2015
BURNABY,45,0 ,49.221948,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697,2015
BURNABY,4,0 ,49.266627,BOUNDARY RD & E 4TH AVE,-123.023572,2015
BURNABY,2,0 ,49.278358,BOUNDARY RD & E GEORGIA ST & GEORGIA ST,-123.023528,2015
BURNABY,49,0 ,49.281139,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506,2015
BURNABY,0 ,1,49.203932,BOUNDARY RD & E KENT AVE S,-123.023401,2015
BURNABY,5,0 ,49.280231,BOUNDARY RD & E PENDER ST & PENDER ST,-123.023511,2015
BURNABY,0 ,1,49.279337,BOUNDARY RD & FRANCES ST,-123.02352,2015
BURNABY,149,0 ,49.258209,BOUNDARY RD & GRANDVIEW HWY,-123.023636,2015
BURNABY,7,0 ,49.270289,BOUNDARY RD & GRAVELEY ST,-123.023569,2015
BURNABY,13,0 ,49.26366,BOUNDARY RD & HENNING DR,-123.023483,2015
BURNABY,2,0 ,49.220161,BOUNDARY RD & HURST ST,-123.023471,2015
BURNABY,5,0 ,49.248831,BOUNDARY RD & KINCAID ST,-123.023664,2015
BURNABY,101,0 ,49.232291,BOUNDARY RD & KINGSWAY,-123.023538,2015
BURNABY,2,0 ,49.272115,BOUNDARY RD & KITCHENER ST,-123.023549,2015
BURNABY,59,0 ,49.26558,BOUNDARY RD & LOUGHEED HWY,-123.023589,2015
BURNABY,4,0 ,49.257327,BOUNDARY RD & MANOR ST,-123.023495,2015
BURNABY,24,0 ,49.208172,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604,2015
BURNABY,49,0 ,49.205426,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441,2015
BURNABY,9,0 ,49.242984,BOUNDARY RD & MOSCROP ST,-123.023627,2015
BURNABY,2,0 ,49.274875,BOUNDARY RD & NAPIER ST,-123.023534,2015
BURNABY,4,0 ,49.2515,BOUNDARY RD & NITHSDALE ST & NORMANDY DR,-123.023656,2015
BURNABY,9,0 ,49.275759,BOUNDARY RD & PARKER ST,-123.023534,2015
BURNABY,2,0 ,49.240236,BOUNDARY RD & PRICE ST,-123.02355,2015
BURNABY,3,0 ,49.236212,BOUNDARY RD & RAE AVE,-123.023513,2015
BURNABY,6,0 ,49.214803,BOUNDARY RD & RUMBLE AVE & RUMBLE ST,-123.023636,2015
BURNABY,0 ,1,49.283857,BOUNDARY RD & TRIUMPH ST,-123.023461,2015
BURNABY,2,0 ,49.224637,BOUNDARY RD & UNNAMED LANE,-123.023484,2015
BURNABY,0 ,1,49.216599,BOUNDARY RD & WATLING ST,-123.023461,2015
BURNABY,5,0 ,49.23776,BOUNDARY RD & WELLINGTON AVE,-123.023496,2015
BURNABY,2,0 ,49.274011,BOUNDARY RD & WILLIAM ST,-123.023539,2015
BURNABY,3,0 ,49.229303,BRANTFORD AVE & OAKLAND ST,-122.967772,2015
BURNABY,0 ,1,49.268298,BRENTLAWN DR & DELTA AVE,-122.992189,2015
BURNABY,5,0 ,49.270168,BRENTLAWN DR & GRAVELEY ST & WILLINGDON AVE,-123.003158,2015
BURNABY,12,0 ,49.268043,BRENTWOOD MALL LOOP & HALIFAX ST & WILLINGDON AVE,-123.003137,2015
BURNABY,4,0 ,49.239875,BRIAR RD & CARIBOO RD,-122.90714,2015
BURNABY,2,0 ,49.239376,BRIARWOOD CRES & WILLINGDON AVE,-123.00338,2015
BURNABY,0 ,1,49.259425,BRIDGEWOOD DR & SUNNYBRIDGE DR,-122.952801,2015
BURNABY,10,0 ,49.250802,BRIGHTON AVE & GOVERNMENT RD,-122.919011,2015
BURNABY,3,0 ,49.249927,BRIGHTON AVE & GOVERNMENT ST & WINSTON ST,-122.919024,2015
BURNABY,24,0 ,49.25327,BRIGHTON AVE & LOUGHEED HWY & PRODUCTION WAY,-122.918953,2015
BURNABY,31,0 ,49.218316,BRITTON ST & EDMONDS ST & KINGSWAY & TURNING LANE,-122.951539,2015
BURNABY,0 ,1,49.218241,BRITTON ST & KINGSWAY,-122.949992,2015
BURNABY,0 ,1,49.215824,BRITTON ST & STRIDE AVE,-122.947069,2015
BURNABY,0 ,1,49.266393,BROADWAY & BUCHANAN DR,-122.985036,2015
BURNABY,0 ,1,49.261222,BROADWAY & CAMROSE DR,-122.945002,2015
BURNABY,8,0 ,49.262888,BROADWAY & COMO LAKE AVE & NORTH RD,-122.893127,2015
BURNABY,0 ,1,49.261052,BROADWAY & DUTHIE AVE,-122.953439,2015
BURNABY,2,0 ,49.261652,BROADWAY & ELLERSLIE AVE,-122.961228,2015
BURNABY,4,0 ,49.264491,BROADWAY & FELL AVE,-122.976745,2015
BURNABY,5,0 ,49.260893,BROADWAY & FOREST GROVE DR & PRODUCTION WAY,-122.91456,2015
BURNABY,29,0 ,49.259996,BROADWAY & GAGLARDI WAY,-122.908803,2015
BURNABY,7,0 ,49.265757,BROADWAY & HOLDOM AVE,-122.98117,2015
BURNABY,25,0 ,49.262619,BROADWAY & KENSINGTON AVE,-122.970155,2015
BURNABY,2,0 ,49.26542,BROADWAY & LOUGHEED HWY,-122.979999,2015
BURNABY,7,0 ,49.261569,BROADWAY & SPERLING AVE,-122.964657,2015
BURNABY,4,0 ,49.260872,BROADWAY & UNDERHILL AVE,-122.927701,2015
BURNABY,0 ,1,49.26358,BROADWAY & WOOLWICH AVE,-122.973528,2015
BURNABY,0 ,1,49.224945,BRYANT ST & DUFFERIN AVE,-122.980775,2015
BURNABY,0 ,1,49.267444,BUCHANAN ST & WILLINGDON AVE,-123.003208,2015
BURNABY,4,0 ,49.233935,BUCKINGHAM AVE & BURRIS ST,-122.957254,2015
BURNABY,0 ,1,49.212956,BULLER AVE & CLINTON ST,-122.977455,2015
BURNABY,0 ,1,49.215638,BULLER AVE & IRMIN ST,-122.977523,2015
BURNABY,3,0 ,49.221368,BULLER AVE & KINGSWAY,-122.977543,2015
BURNABY,0 ,1,49.213857,BULLER AVE & NEVILLE ST,-122.977465,2015
BURNABY,0 ,1,49.214789,BULLER AVE & RUMBLE ST,-122.977517,2015
BURNABY,2,0 ,49.236957,BURKE ST & INMAN AVE,-123.015846,2015
BURNABY,4,0 ,49.236976,BURKE ST & SMITH AVE,-123.019875,2015
BURNABY,7,0 ,49.236935,BURKE ST & WILLINGDON AVE,-123.00338,2015
BURNABY,0 ,1,49.223391,BURLINGTON AVE & GRIMMER ST,-122.990327,2015
BURNABY,2,0 ,49.22193,BURLINGTON AVE & IMPERIAL ST,-122.990475,2015
BURNABY,3,0 ,49.22545,BURLINGTON AVE & KINGSWAY,-122.990325,2015
BURNABY,25,0 ,49.273648,BURNABY MOUNTAIN PKY & BURNABY MOUNTAIN PKY OFFRAMP & GAGLARDI WAY & GAGLARDI WAY OFFRAMP & UNIVERSITY DR E & UNIVERSITY DR E OFFRAMP,-122.925652,2015
BURNABY,3,0 ,49.274663,BURNABY MOUNTAIN PKY & CENTENNIAL WAY,-122.938334,2015
BURNABY,2,0 ,49.280276,BURNABY MOUNTAIN PKY & HASTINGS ST,-122.951218,2015
BURNABY,0 ,1,49.280036,BURNABY MOUNTAIN PKY & HASTINGS ST & TURNING LANE,-122.95025,2015
BURNABY,2,0 ,49.22587,BURNS ST & GILLEY AVE,-122.971956,2015
BURNABY,0 ,1,49.268653,BURNWOOD DR & HALIFAX ST & PHILLIPS AVE & WOODBROOK PL,-122.946339,2015
BURNABY,47,0 ,49.235491,BURRIS ST & CANADA WAY,-122.954465,2015
BURNABY,8,0 ,49.22988,BURRIS ST & OAKLAND ST & WALKER AVE,-122.96453,2015
BURNABY,2,0 ,49.234403,BUXTON ST & ROYAL OAK AVE,-122.988115,2015
BURNABY,0 ,1,49.234411,BUXTON ST & SUSSEX AVE,-122.997804,2015
BURNABY,0 ,1,49.192393,BYRNE RD & FRASER PARK DR,-122.998958,2015
BURNABY,0 ,1,49.193424,BYRNE RD & LOWLAND DR,-122.997462,2015
BURNABY,36,0 ,49.204864,BYRNE RD & MARINE DR & SOUTHRIDGE DR & TURNING LANE,-122.976067,2015
BURNABY,68,0 ,49.20201,BYRNE RD & MARINE WAY & TURNING LANE,-122.981899,2015
BURNABY,4,0 ,49.200838,BYRNE RD & MARKET XING,-122.984099,2015
BURNABY,0 ,1,49.204525,BYRNE RD & MEADOW AVE,-122.97728,2015
BURNABY,3,0 ,49.194855,BYRNE RD & NORTH FRASER WAY,-122.994944,2015
BURNABY,0 ,1,49.286315,CAMBRIDGE ST & HIGHFIELD DR & N WARWICK AVE & UNNAMED LANE,-122.978017,2015
BURNABY,0 ,1,49.286525,CAMBRIDGE ST & N GILMORE AVE,-123.014058,2015
BURNABY,2,0 ,49.253433,CAMERON ST & MORREY CRT & MALL ACCESS,-122.896343,2015
BURNABY,28,0 ,49.253399,CAMERON ST & NORTH RD,-122.892914,2015
BURNABY,2,0 ,49.242549,CANADA WAY & CENTURY PARK WAY,-122.969824,2015
BURNABY,0 ,1,49.239086,CANADA WAY & CHISELHAMPTON ST,-122.961774,2015
BURNABY,2,0 ,49.254663,CANADA WAY & CURLE AVE,-123.015097,2015
BURNABY,19,0 ,49.245548,CANADA WAY & DEER LAKE PKY & NORLAND AVE,-122.974614,2015
BURNABY,3,0 ,49.249008,CANADA WAY & DOUGLAS RD,-122.980683,2015
BURNABY,0 ,1,49.24998,CANADA WAY & DUNDONALD AVE,-122.983373,2015
BURNABY,68,0 ,49.224089,CANADA WAY & EDMONDS ST,-122.940994,2015
BURNABY,5,0 ,49.226613,CANADA WAY & ELWELL ST,-122.944108,2015
BURNABY,0 ,1,49.227987,CANADA WAY & FORMBY ST,-122.945734,2015
BURNABY,0 ,1,49.254633,CANADA WAY & GARDNER CRT,-122.996453,2015
BURNABY,18,0 ,49.254657,CANADA WAY & GILMORE AVE,-123.013917,2015
BURNABY,5,0 ,49.254628,CANADA WAY & GILMORE DIVERS & GILMORE WAY,-123.010722,2015
BURNABY,47,0 ,49.241592,CANADA WAY & GILPIN ST & KENSINGTON AVE & TURNING LANE,-122.968214,2015
BURNABY,3,0 ,49.227761,CANADA WAY & GOODLAD ST,-122.945462,2015
BURNABY,4,0 ,49.251933,CANADA WAY & HARDWICK ST,-122.989059,2015
BURNABY,3,0 ,49.232179,CANADA WAY & HAZELMERE ST,-122.950737,2015
BURNABY,27,0 ,49.229239,CANADA WAY & IMPERIAL ST,-122.947228,2015
BURNABY,2,0 ,49.246011,CANADA WAY & IRIS AVE,-122.975807,2015
BURNABY,4,0 ,49.253563,CANADA WAY & LAUREL ST & ROYAL OAK AVE,-122.989099,2015
BURNABY,5,0 ,49.244035,CANADA WAY & LEDGER AVE,-122.972036,2015
BURNABY,2,0 ,49.230777,CANADA WAY & MORLEY ST,-122.949062,2015
BURNABY,0 ,1,49.23424,CANADA WAY & PITT ST,-122.953078,2015
BURNABY,3,0 ,49.238072,CANADA WAY & RAYSIDE AVE,-122.958163,2015
BURNABY,0 ,1,49.225885,CANADA WAY & ROSEWOOD ST,-122.94323,2015
BURNABY,7,0 ,49.253089,CANADA WAY & ROYAL OAK AVE,-122.989041,2015
BURNABY,13,0 ,49.254685,CANADA WAY & SMITH AVE,-123.019784,2015
BURNABY,18,0 ,49.239789,CANADA WAY & SPERLING AVE,-122.964681,2015
BURNABY,21,0 ,49.249978,CANADA WAY & SPROTT ST,-122.982708,2015
BURNABY,3,0 ,49.232818,CANADA WAY & STANLEY ST,-122.951471,2015
BURNABY,8,0 ,49.254673,CANADA WAY & SUMNER AVE,-123.008315,2015
BURNABY,0 ,1,49.227467,CANADA WAY & ULSTER ST,-122.945116,2015
BURNABY,12,0 ,49.254429,CANADA WAY & WAYBURNE DR,-122.993454,2015
BURNABY,77,0 ,49.254637,CANADA WAY & WILLINGDON AVE,-123.004255,2015
BURNABY,2,0 ,49.254696,CANADA WAY & WILLINGDON GREEN,-123.001192,2015
BURNABY,6,0 ,49.280317,CAPITOL DR & HASTINGS ST & HYTHE AVE,-122.99056,2015
BURNABY,2,0 ,49.281486,CAPITOL DR & HOWARD AVE & SUNNINGDALE RD,-122.983666,2015
BURNABY,0 ,1,49.255377,CARDINAL CRT & CARDINAL DR,-122.953265,2015
BURNABY,2,0 ,49.247883,CARDSTON CRT & GOVERNMENT ST,-122.898848,2015
BURNABY,0 ,1,49.251784,CAREY AVE & GOARD WAY,-122.998066,2015
BURNABY,0 ,1,49.242912,CARIBOO DR & CARIBOO RD,-122.90894,2015
BURNABY,0 ,1,49.249394,CARIBOO PL & CARIBOO RD,-122.914355,2015
BURNABY,0 ,1,49.24808,CARIBOO PL & GAGLARDI WAY,-122.91286,2015
BURNABY,41,0 ,49.247738,CARIBOO RD & GAGLARDI WAY,-122.912997,2015
BURNABY,8,0 ,49.250758,CARIBOO RD & GOVERNMENT ST,-122.91422,2015
BURNABY,16,0 ,49.245914,CARIBOO RD & STORMONT AVE & TURNING LANE,-122.912457,2015
BURNABY,3,0 ,49.236132,CARIBOO RD & WILBERFORCE ST,-122.905086,2015
BURNABY,0 ,1,49.244898,CARIBOO RD OVERPASS & CARIBOO RD UNDERPASS,-122.910814,2015
BURNABY,0 ,1,49.271147,CARLETON AVE & GRANT ST,-123.012595,2015
